# Part W7: the fields decided by a word count after a change of variables, one line per field.
# Columns: discriminant, prime p, p-class rank, coefficient field q of the change of variables, certificate file.
# The certificate records the change of variables and the high terms of the completed basis; see records/p3/flag-certificates/FORMAT.md.
discriminant	p	rank	q	certificate
-710182483	3	3	3	records/p3/flag-certificates/710182483.json
-710240360	3	3	3	records/p3/flag-certificates/710240360.json
-710254596	3	3	3	records/p3/flag-certificates/710254596.json
-710280820	3	3	9	records/p3/flag-certificates/710280820.json
-710386007	3	3	3	records/p3/flag-certificates/710386007.json
-710401759	3	3	3	records/p3/flag-certificates/710401759.json
-710430663	3	3	3	records/p3/flag-certificates/710430663.json
-710505427	3	3	3	records/p3/flag-certificates/710505427.json
-710677371	3	3	3	records/p3/flag-certificates/710677371.json
-710901859	3	3	3	records/p3/flag-certificates/710901859.json
-710940695	3	3	3	records/p3/flag-certificates/710940695.json
-710954067	3	3	3	records/p3/flag-certificates/710954067.json
-710961591	3	3	3	records/p3/flag-certificates/710961591.json
-711060328	3	3	3	records/p3/flag-certificates/711060328.json
-711100868	3	3	3	records/p3/flag-certificates/711100868.json
-711408404	3	3	3	records/p3/flag-certificates/711408404.json
-711429591	3	3	3	records/p3/flag-certificates/711429591.json
-711592980	3	3	3	records/p3/flag-certificates/711592980.json
-711603559	3	3	3	records/p3/flag-certificates/711603559.json
-711695119	3	3	3	records/p3/flag-certificates/711695119.json
-711729115	3	3	3	records/p3/flag-certificates/711729115.json
-711813176	3	3	729	records/p3/flag-certificates/711813176.json
-711863903	3	3	3	records/p3/flag-certificates/711863903.json
-711984635	3	3	3	records/p3/flag-certificates/711984635.json
-712004383	3	3	3	records/p3/flag-certificates/712004383.json
-712055003	3	3	3	records/p3/flag-certificates/712055003.json
-712120868	3	3	3	records/p3/flag-certificates/712120868.json
-712517251	3	3	3	records/p3/flag-certificates/712517251.json
-712525963	3	3	3	records/p3/flag-certificates/712525963.json
-712564420	3	3	3	records/p3/flag-certificates/712564420.json
-712575419	3	3	729	records/p3/flag-certificates/712575419.json
-712654980	3	3	3	records/p3/flag-certificates/712654980.json
-712661147	3	3	3	records/p3/flag-certificates/712661147.json
-712752763	3	3	3	records/p3/flag-certificates/712752763.json
-712755863	3	3	3	records/p3/flag-certificates/712755863.json
-712772836	3	3	3	records/p3/flag-certificates/712772836.json
-712818456	3	3	3	records/p3/flag-certificates/712818456.json
-712882447	3	3	3	records/p3/flag-certificates/712882447.json
-713133527	3	3	27	records/p3/flag-certificates/713133527.json
-713142488	3	3	3	records/p3/flag-certificates/713142488.json
-713151060	3	3	3	records/p3/flag-certificates/713151060.json
-713254331	3	3	3	records/p3/flag-certificates/713254331.json
-713442551	3	3	3	records/p3/flag-certificates/713442551.json
-713456331	3	3	3	records/p3/flag-certificates/713456331.json
-713548171	3	3	3	records/p3/flag-certificates/713548171.json
-713596803	3	3	3	records/p3/flag-certificates/713596803.json
-713603316	3	3	3	records/p3/flag-certificates/713603316.json
-713638135	3	3	3	records/p3/flag-certificates/713638135.json
-713663835	3	3	3	records/p3/flag-certificates/713663835.json
-713745268	3	3	3	records/p3/flag-certificates/713745268.json
-713774571	3	3	3	records/p3/flag-certificates/713774571.json
-713814235	3	3	3	records/p3/flag-certificates/713814235.json
-713869463	3	3	3	records/p3/flag-certificates/713869463.json
-713908376	3	3	3	records/p3/flag-certificates/713908376.json
-714223615	3	3	3	records/p3/flag-certificates/714223615.json
-714251112	3	3	3	records/p3/flag-certificates/714251112.json
-714305204	3	3	3	records/p3/flag-certificates/714305204.json
-714338036	3	3	9	records/p3/flag-certificates/714338036.json
-714363320	3	3	3	records/p3/flag-certificates/714363320.json
-714512004	3	3	3	records/p3/flag-certificates/714512004.json
-714547247	3	3	3	records/p3/flag-certificates/714547247.json
-714686515	3	3	3	records/p3/flag-certificates/714686515.json
-714839092	3	3	3	records/p3/flag-certificates/714839092.json
-715131956	3	3	3	records/p3/flag-certificates/715131956.json
-715458423	3	3	3	records/p3/flag-certificates/715458423.json
-715612328	3	3	3	records/p3/flag-certificates/715612328.json
-715858159	3	3	3	records/p3/flag-certificates/715858159.json
-715870084	3	3	3	records/p3/flag-certificates/715870084.json
-716088279	3	3	9	records/p3/flag-certificates/716088279.json
-716247091	3	3	3	records/p3/flag-certificates/716247091.json
-716408340	3	3	3	records/p3/flag-certificates/716408340.json
-716450452	3	3	3	records/p3/flag-certificates/716450452.json
-716472827	3	3	3	records/p3/flag-certificates/716472827.json
-716594811	3	3	3	records/p3/flag-certificates/716594811.json
-716654303	3	3	3	records/p3/flag-certificates/716654303.json
-716714735	3	3	81	records/p3/flag-certificates/716714735.json
-716826287	3	3	3	records/p3/flag-certificates/716826287.json
-716876655	3	3	3	records/p3/flag-certificates/716876655.json
-717088091	3	3	3	records/p3/flag-certificates/717088091.json
-717101336	3	3	3	records/p3/flag-certificates/717101336.json
-717101439	3	3	3	records/p3/flag-certificates/717101439.json
-717203924	3	3	9	records/p3/flag-certificates/717203924.json
-717391599	3	3	3	records/p3/flag-certificates/717391599.json
-717426299	3	3	3	records/p3/flag-certificates/717426299.json
-717605576	3	3	3	records/p3/flag-certificates/717605576.json
-717614376	3	3	3	records/p3/flag-certificates/717614376.json
-718024819	3	3	3	records/p3/flag-certificates/718024819.json
-718043428	3	3	3	records/p3/flag-certificates/718043428.json
-718136692	3	3	3	records/p3/flag-certificates/718136692.json
-718158088	3	3	27	records/p3/flag-certificates/718158088.json
-718340651	3	3	3	records/p3/flag-certificates/718340651.json
-718470804	3	3	3	records/p3/flag-certificates/718470804.json
-718520483	3	3	3	records/p3/flag-certificates/718520483.json
-718558667	3	3	27	records/p3/flag-certificates/718558667.json
-718572356	3	3	3	records/p3/flag-certificates/718572356.json
-718631359	3	3	3	records/p3/flag-certificates/718631359.json
-718701459	3	3	3	records/p3/flag-certificates/718701459.json
-718808959	3	3	3	records/p3/flag-certificates/718808959.json
-718869988	3	3	3	records/p3/flag-certificates/718869988.json
-718974763	3	3	9	records/p3/flag-certificates/718974763.json
-719017655	3	3	3	records/p3/flag-certificates/719017655.json
-719053599	3	3	3	records/p3/flag-certificates/719053599.json
-719123263	3	3	3	records/p3/flag-certificates/719123263.json
-719154103	3	3	3	records/p3/flag-certificates/719154103.json
-719169899	3	3	3	records/p3/flag-certificates/719169899.json
-719229247	3	3	3	records/p3/flag-certificates/719229247.json
-719251487	3	3	243	records/p3/flag-certificates/719251487.json
-719363455	3	3	3	records/p3/flag-certificates/719363455.json
-719389759	3	3	9	records/p3/flag-certificates/719389759.json
-719429624	3	3	3	records/p3/flag-certificates/719429624.json
-719508248	3	3	243	records/p3/flag-certificates/719508248.json
-719583892	3	3	3	records/p3/flag-certificates/719583892.json
-719600632	3	3	3	records/p3/flag-certificates/719600632.json
-719607415	3	3	3	records/p3/flag-certificates/719607415.json
-719708596	3	3	9	records/p3/flag-certificates/719708596.json
-719858715	3	3	3	records/p3/flag-certificates/719858715.json
-719927139	3	3	3	records/p3/flag-certificates/719927139.json
-719985191	3	3	3	records/p3/flag-certificates/719985191.json
-720174731	3	3	9	records/p3/flag-certificates/720174731.json
-720185124	3	3	3	records/p3/flag-certificates/720185124.json
-720229031	3	3	3	records/p3/flag-certificates/720229031.json
-720278983	3	3	3	records/p3/flag-certificates/720278983.json
-720286955	3	3	3	records/p3/flag-certificates/720286955.json
-720308168	3	3	3	records/p3/flag-certificates/720308168.json
-720435487	3	3	3	records/p3/flag-certificates/720435487.json
-720540763	3	3	3	records/p3/flag-certificates/720540763.json
-720806104	3	3	3	records/p3/flag-certificates/720806104.json
-720807915	3	3	3	records/p3/flag-certificates/720807915.json
-721045704	3	3	3	records/p3/flag-certificates/721045704.json
-721050407	3	3	3	records/p3/flag-certificates/721050407.json
-721139064	3	3	3	records/p3/flag-certificates/721139064.json
-721287167	3	3	3	records/p3/flag-certificates/721287167.json
-721303487	3	3	3	records/p3/flag-certificates/721303487.json
-721304587	3	3	3	records/p3/flag-certificates/721304587.json
-721466468	3	3	3	records/p3/flag-certificates/721466468.json
-721489999	3	3	3	records/p3/flag-certificates/721489999.json
-721500968	3	3	3	records/p3/flag-certificates/721500968.json
-721705380	3	3	3	records/p3/flag-certificates/721705380.json
-722187240	3	3	3	records/p3/flag-certificates/722187240.json
-722256344	3	3	9	records/p3/flag-certificates/722256344.json
-722274095	3	3	3	records/p3/flag-certificates/722274095.json
-722374879	3	3	3	records/p3/flag-certificates/722374879.json
-722660203	3	3	3	records/p3/flag-certificates/722660203.json
-722903876	3	3	9	records/p3/flag-certificates/722903876.json
-722954383	3	3	3	records/p3/flag-certificates/722954383.json
-723058627	3	3	9	records/p3/flag-certificates/723058627.json
-723365507	3	3	3	records/p3/flag-certificates/723365507.json
-723404280	3	3	3	records/p3/flag-certificates/723404280.json
-723523940	3	3	3	records/p3/flag-certificates/723523940.json
-723573060	3	3	3	records/p3/flag-certificates/723573060.json
-723619759	3	3	3	records/p3/flag-certificates/723619759.json
-723630039	3	3	9	records/p3/flag-certificates/723630039.json
-723661860	3	3	3	records/p3/flag-certificates/723661860.json
-723723567	3	3	3	records/p3/flag-certificates/723723567.json
-723736056	3	3	3	records/p3/flag-certificates/723736056.json
-723876691	3	3	3	records/p3/flag-certificates/723876691.json
-723905771	3	3	3	records/p3/flag-certificates/723905771.json
-723960136	3	3	3	records/p3/flag-certificates/723960136.json
-724125192	3	3	3	records/p3/flag-certificates/724125192.json
-724164199	3	3	3	records/p3/flag-certificates/724164199.json
-724330087	3	3	3	records/p3/flag-certificates/724330087.json
-724439976	3	3	3	records/p3/flag-certificates/724439976.json
-724544255	3	3	3	records/p3/flag-certificates/724544255.json
-724611671	3	3	3	records/p3/flag-certificates/724611671.json
-724660532	3	3	3	records/p3/flag-certificates/724660532.json
-724754543	3	3	3	records/p3/flag-certificates/724754543.json
-724766920	3	3	3	records/p3/flag-certificates/724766920.json
-724872163	3	3	81	records/p3/flag-certificates/724872163.json
-725053720	3	3	3	records/p3/flag-certificates/725053720.json
-725454548	3	3	3	records/p3/flag-certificates/725454548.json
-725516171	3	3	3	records/p3/flag-certificates/725516171.json
-725743003	3	3	3	records/p3/flag-certificates/725743003.json
-725782820	3	3	3	records/p3/flag-certificates/725782820.json
-725833579	3	3	3	records/p3/flag-certificates/725833579.json
-725856799	3	3	3	records/p3/flag-certificates/725856799.json
-725872703	3	3	3	records/p3/flag-certificates/725872703.json
-725887624	3	3	3	records/p3/flag-certificates/725887624.json
-726019480	3	3	3	records/p3/flag-certificates/726019480.json
-726191608	3	3	3	records/p3/flag-certificates/726191608.json
-726194431	3	3	3	records/p3/flag-certificates/726194431.json
-726338724	3	3	3	records/p3/flag-certificates/726338724.json
-726447467	3	3	3	records/p3/flag-certificates/726447467.json
-726593347	3	3	3	records/p3/flag-certificates/726593347.json
-726780999	3	3	3	records/p3/flag-certificates/726780999.json
-726802547	3	3	3	records/p3/flag-certificates/726802547.json
-726959327	3	3	3	records/p3/flag-certificates/726959327.json
-726963668	3	3	3	records/p3/flag-certificates/726963668.json
-726985508	3	3	3	records/p3/flag-certificates/726985508.json
-726998747	3	3	3	records/p3/flag-certificates/726998747.json
-727127411	3	3	3	records/p3/flag-certificates/727127411.json
-727409491	3	3	3	records/p3/flag-certificates/727409491.json
-727439236	3	3	3	records/p3/flag-certificates/727439236.json
-727560311	3	3	3	records/p3/flag-certificates/727560311.json
-727578559	3	3	3	records/p3/flag-certificates/727578559.json
-727628663	3	3	3	records/p3/flag-certificates/727628663.json
-727647880	3	3	3	records/p3/flag-certificates/727647880.json
-727657368	3	3	3	records/p3/flag-certificates/727657368.json
-727819703	3	3	3	records/p3/flag-certificates/727819703.json
-727865396	3	3	3	records/p3/flag-certificates/727865396.json
-727903508	3	3	9	records/p3/flag-certificates/727903508.json
-727918564	3	3	3	records/p3/flag-certificates/727918564.json
-727923032	3	3	3	records/p3/flag-certificates/727923032.json
-728004116	3	3	3	records/p3/flag-certificates/728004116.json
-728081167	3	3	3	records/p3/flag-certificates/728081167.json
-728151463	3	3	3	records/p3/flag-certificates/728151463.json
-728196388	3	3	3	records/p3/flag-certificates/728196388.json
-728218039	3	3	3	records/p3/flag-certificates/728218039.json
-728449067	3	3	3	records/p3/flag-certificates/728449067.json
-728580536	3	3	9	records/p3/flag-certificates/728580536.json
-728656771	3	3	3	records/p3/flag-certificates/728656771.json
-728782763	3	3	3	records/p3/flag-certificates/728782763.json
-728797163	3	3	3	records/p3/flag-certificates/728797163.json
-728900708	3	3	3	records/p3/flag-certificates/728900708.json
-729013940	3	3	3	records/p3/flag-certificates/729013940.json
-729050027	3	3	729	records/p3/flag-certificates/729050027.json
-729076772	3	3	3	records/p3/flag-certificates/729076772.json
-729234363	3	3	3	records/p3/flag-certificates/729234363.json
-729253407	3	3	27	records/p3/flag-certificates/729253407.json
-729506627	3	3	3	records/p3/flag-certificates/729506627.json
-729691903	3	3	3	records/p3/flag-certificates/729691903.json
-729753271	3	3	3	records/p3/flag-certificates/729753271.json
-729803396	3	3	9	records/p3/flag-certificates/729803396.json
-729986727	3	3	9	records/p3/flag-certificates/729986727.json
-730072499	3	3	3	records/p3/flag-certificates/730072499.json
-730090111	3	3	9	records/p3/flag-certificates/730090111.json
-730099211	3	3	3	records/p3/flag-certificates/730099211.json
-730148696	3	3	3	records/p3/flag-certificates/730148696.json
-730162547	3	3	3	records/p3/flag-certificates/730162547.json
-730284216	3	3	729	records/p3/flag-certificates/730284216.json
-730369615	3	3	3	records/p3/flag-certificates/730369615.json
-730523103	3	3	3	records/p3/flag-certificates/730523103.json
-730721572	3	3	3	records/p3/flag-certificates/730721572.json
-730724647	3	3	3	records/p3/flag-certificates/730724647.json
-730789832	3	3	3	records/p3/flag-certificates/730789832.json
-730793911	3	3	9	records/p3/flag-certificates/730793911.json
-730818363	3	3	9	records/p3/flag-certificates/730818363.json
-730820471	3	3	3	records/p3/flag-certificates/730820471.json
-730921651	3	3	3	records/p3/flag-certificates/730921651.json
-730938043	3	3	3	records/p3/flag-certificates/730938043.json
-731132951	3	3	3	records/p3/flag-certificates/731132951.json
-731382151	3	3	3	records/p3/flag-certificates/731382151.json
-731445855	3	3	3	records/p3/flag-certificates/731445855.json
-731640603	3	3	3	records/p3/flag-certificates/731640603.json
-731696671	3	3	3	records/p3/flag-certificates/731696671.json
-731766415	3	3	3	records/p3/flag-certificates/731766415.json
-731935704	3	3	3	records/p3/flag-certificates/731935704.json
-732014923	3	3	3	records/p3/flag-certificates/732014923.json
-732022168	3	3	3	records/p3/flag-certificates/732022168.json
-732060408	3	3	3	records/p3/flag-certificates/732060408.json
-732089908	3	3	3	records/p3/flag-certificates/732089908.json
-732117227	3	3	3	records/p3/flag-certificates/732117227.json
-732185679	3	3	3	records/p3/flag-certificates/732185679.json
-732216856	3	3	9	records/p3/flag-certificates/732216856.json
-732290852	3	3	3	records/p3/flag-certificates/732290852.json
-732476695	3	3	729	records/p3/flag-certificates/732476695.json
-732499959	3	3	3	records/p3/flag-certificates/732499959.json
-732737927	3	3	3	records/p3/flag-certificates/732737927.json
-732739667	3	3	3	records/p3/flag-certificates/732739667.json
-732741987	3	3	3	records/p3/flag-certificates/732741987.json
